#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ARAF,BRAF,9606.ENSP00000290277,9606.ENSP00000288602,0,0,0,0.955,0,0.873,0.8,0.785,0.974
ARAF,SRC,9606.ENSP00000290277,9606.ENSP00000362680,0,0,0,0.646,0,0.323,0.3,0.611,0.61
ARAF,FIBRONECTIN,9606.ENSP00000290277,9606.ENSP00000346839,0,0,0,0,0.062,0,0.6,0.075,0.622
ARAF,PTEN,9606.ENSP00000290277,9606.ENSP00000361021,0,0,0,0,0.072,0.111,0,0.581,0.624
ARAF,PKCALPHA,9606.ENSP00000290277,9606.ENSP00000408695,0,0,0,0.577,0,0.061,0.8,0.093,0.808
ARAF,AR,9606.ENSP00000290277,9606.ENSP00000363822,0,0,0,0,0,0.102,0,0.838,0.848
ARAF,BIM,9606.ENSP00000290277,9606.ENSP00000376943,0,0,0,0,0,0.057,0.9,0.321,0.93
ARAF,NRAS,9606.ENSP00000290277,9606.ENSP00000358548,0,0,0,0,0.055,0.704,0.8,0.711,0.981
ARAF,MEK1,9606.ENSP00000290277,9606.ENSP00000302486,0,0,0,0.575,0.083,0.926,0.9,0.823,0.995
ARID1A,TUBERIN,9606.ENSP00000320485,9606.ENSP00000219476,0,0,0,0,0.074,0,0,0.39,0.411
ARID1A,MSH2,9606.ENSP00000320485,9606.ENSP00000233146,0,0,0,0,0.184,0,0,0.979,0.982
ARID1A,MSH6,9606.ENSP00000320485,9606.ENSP00000234420,0,0,0,0,0.087,0,0,0.566,0.586
ARID1A,BRD4,9606.ENSP00000320485,9606.ENSP00000263377,0,0,0,0,0.236,0.247,0,0.38,0.612
ARID1A,HER3,9606.ENSP00000320485,9606.ENSP00000267101,0,0,0,0,0.062,0,0,0.469,0.48
ARID1A,P53,9606.ENSP00000320485,9606.ENSP00000269305,0,0,0,0,0.062,0.27,0,0.962,0.972
ARID1A,HER2,9606.ENSP00000320485,9606.ENSP00000269571,0,0,0,0,0.062,0,0,0.651,0.658
ARID1A,EGFR,9606.ENSP00000320485,9606.ENSP00000275493,0,0,0,0,0.062,0,0,0.562,0.571
ARID1A,NOTCH1,9606.ENSP00000320485,9606.ENSP00000277541,0,0,0,0,0.063,0,0,0.468,0.48
ARID1A,ATM,9606.ENSP00000320485,9606.ENSP00000278616,0,0,0,0,0.064,0,0,0.595,0.604
ARID1A,NF2,9606.ENSP00000320485,9606.ENSP00000344666,0,0,0,0,0.053,0,0,0.392,0.4
ARID1A,GATA3,9606.ENSP00000320485,9606.ENSP00000368632,0,0,0,0,0,0.105,0,0.37,0.412
ARID1A,NRAS,9606.ENSP00000320485,9606.ENSP00000358548,0,0,0,0,0.062,0.131,0,0.366,0.438
ARID1A,SMAD3,9606.ENSP00000320485,9606.ENSP00000332973,0,0,0,0,0,0.292,0,0.281,0.469
ARID1A,AR,9606.ENSP00000320485,9606.ENSP00000363822,0,0,0,0,0,0.215,0,0.416,0.522
ARID1A,AKT,9606.ENSP00000320485,9606.ENSP00000451828,0,0,0,0,0,0.07,0,0.517,0.531
ARID1A,LKB1,9606.ENSP00000320485,9606.ENSP00000324856,0,0,0,0,0.093,0,0,0.506,0.532
ARID1A,SMAD4,9606.ENSP00000320485,9606.ENSP00000341551,0,0,0,0,0.062,0.06,0,0.652,0.666
ARID1A,PTEN,9606.ENSP00000320485,9606.ENSP00000361021,0,0,0,0,0.063,0.244,0,0.707,0.774
ASNS,FASN,9606.ENSP00000175506,9606.ENSP00000304592,0.089,0,0,0,0,0.272,0,0.271,0.474
ASNS,XBP1,9606.ENSP00000175506,9606.ENSP00000216037,0,0,0,0,0.062,0,0,0.574,0.583
ATM,ERCC1,9606.ENSP00000278616,9606.ENSP00000013807,0,0,0,0,0,0,0.9,0.839,0.983
ATM,ERK2,9606.ENSP00000278616,9606.ENSP00000215832,0,0,0,0,0,0.057,0,0.419,0.429
ATM,TUBERIN,9606.ENSP00000278616,9606.ENSP00000219476,0,0,0,0,0.092,0,0,0.706,0.722
ATM,P70S6K1,9606.ENSP00000278616,9606.ENSP00000225577,0,0,0,0,0.063,0,0,0.522,0.533
ATM,GAPDH,9606.ENSP00000278616,9606.ENSP00000229239,0,0,0,0,0,0,0,0.671,0.671
ATM,MSH2,9606.ENSP00000278616,9606.ENSP00000233146,0,0,0,0,0.062,0.412,0.9,0.826,0.989
ATM,MSH6,9606.ENSP00000278616,9606.ENSP00000234420,0,0,0,0,0.096,0.515,0.9,0.856,0.992
ATM,SF2,9606.ENSP00000278616,9606.ENSP00000258962,0,0,0,0,0.062,0,0,0.443,0.455
ATM,XRCC1,9606.ENSP00000278616,9606.ENSP00000262887,0,0,0,0,0,0,0.36,0.827,0.885
ATM,VEGFR2,9606.ENSP00000278616,9606.ENSP00000263923,0,0,0,0,0.054,0,0,0.428,0.435
ATM,HER3,9606.ENSP00000278616,9606.ENSP00000267101,0,0,0,0,0.063,0,0,0.443,0.455
ATM,P53,9606.ENSP00000278616,9606.ENSP00000269305,0,0,0,0,0,0.915,0.9,0.989,0.999
ATM,HER2,9606.ENSP00000278616,9606.ENSP00000269571,0,0,0,0,0.063,0,0,0.674,0.682
ATM,EGFR,9606.ENSP00000278616,9606.ENSP00000275493,0,0,0,0,0.063,0,0,0.799,0.804
ATM,NOTCH1,9606.ENSP00000278616,9606.ENSP00000277541,0,0,0,0,0,0.285,0,0.743,0.809
ATM,PKCALPHA,9606.ENSP00000278616,9606.ENSP00000408695,0,0,0,0,0.062,0.209,0,0.277,0.416
ATM,FOXM1,9606.ENSP00000278616,9606.ENSP00000342307,0,0,0,0,0.062,0.058,0,0.398,0.422
ATM,RAPTOR,9606.ENSP00000278616,9606.ENSP00000307272,0,0,0,0,0.062,0,0,0.422,0.435
ATM,BECLIN,9606.ENSP00000278616,9606.ENSP00000355231,0,0,0,0,0,0,0,0.437,0.437
ATM,JAB1,9606.ENSP00000278616,9606.ENSP00000350512,0,0,0,0,0.062,0.27,0,0.248,0.44
ATM,RICTOR,9606.ENSP00000278616,9606.ENSP00000296782,0,0,0,0,0.081,0,0,0.42,0.445
ATM,BIM,9606.ENSP00000278616,9606.ENSP00000376943,0,0,0,0,0,0,0,0.459,0.459
ATM,MEK1,9606.ENSP00000278616,9606.ENSP00000302486,0,0,0,0,0,0,0,0.461,0.461
ATM,NRAS,9606.ENSP00000278616,9606.ENSP00000358548,0,0,0,0,0.064,0.083,0,0.448,0.485
ATM,AR,9606.ENSP00000278616,9606.ENSP00000363822,0,0,0,0,0,0,0,0.492,0.491
ATM,SRC,9606.ENSP00000278616,9606.ENSP00000362680,0,0,0,0,0,0.056,0,0.516,0.523
ATM,BCLXL,9606.ENSP00000278616,9606.ENSP00000302564,0,0,0,0,0.052,0,0,0.564,0.569
ATM,MTOR,9606.ENSP00000278616,9606.ENSP00000354558,0,0,0,0.544,0.133,0.318,0,0.741,0.588
ATM,ARID1A,9606.ENSP00000278616,9606.ENSP00000320485,0,0,0,0,0.064,0,0,0.595,0.604
ATM,IRS1,9606.ENSP00000278616,9606.ENSP00000304895,0,0,0,0,0,0,0,0.62,0.621
ATM,SMAD4,9606.ENSP00000278616,9606.ENSP00000341551,0,0,0,0,0.076,0,0,0.625,0.639
ATM,AKT,9606.ENSP00000278616,9606.ENSP00000451828,0,0,0,0,0,0.056,0,0.741,0.745
ATM,CDK1,9606.ENSP00000278616,9606.ENSP00000378699,0,0,0,0,0,0.078,0,0.815,0.822
ATM,PTEN,9606.ENSP00000278616,9606.ENSP00000361021,0,0,0,0,0.065,0,0,0.887,0.89
ATM,BID,9606.ENSP00000278616,9606.ENSP00000318822,0,0,0,0,0,0,0.9,0.271,0.923
ATM,PCNA,9606.ENSP00000278616,9606.ENSP00000368458,0,0,0,0,0,0.062,0.9,0.296,0.928
ATM,LKB1,9606.ENSP00000278616,9606.ENSP00000324856,0,0,0,0,0,0.462,0,0.912,0.95
ATM,ERCC5,9606.ENSP00000278616,9606.ENSP00000347978,0,0,0,0,0.062,0.213,0.9,0.555,0.962
ATM,FOXO3A,9606.ENSP00000278616,9606.ENSP00000385824,0,0,0,0,0,0.282,0,0.986,0.99
ATM,RAD51,9606.ENSP00000278616,9606.ENSP00000372088,0,0,0,0,0.056,0.494,0.8,0.943,0.993
ATM,RAD50,9606.ENSP00000278616,9606.ENSP00000368100,0,0,0,0,0.144,0.843,0.9,0.798,0.996
ATM,KU80,9606.ENSP00000278616,9606.ENSP00000375978,0,0,0,0,0.063,0.661,0.9,0.922,0.997
ATM,CHK1,9606.ENSP00000278616,9606.ENSP00000388648,0,0,0,0,0.062,0.7,0.9,0.966,0.998
ATM,CHK2,9606.ENSP00000278616,9606.ENSP00000372023,0,0,0,0,0.062,0.89,0.9,0.995,0.999
ATM,MRE11,9606.ENSP00000278616,9606.ENSP00000325863,0,0,0,0,0.143,0.97,0.9,0.904,0.999
BAK,BCL2A1,9606.ENSP00000363591,9606.ENSP00000267953,0,0,0,0,0,0.928,0,0.52,0.964
BAK,P53,9606.ENSP00000363591,9606.ENSP00000269305,0,0,0,0,0.062,0.842,0.9,0.833,0.997
BAK,BAX,9606.ENSP00000363591,9606.ENSP00000293288,0,0,0,0.654,0.088,0.753,0.9,0.732,0.981
BAK,BCLXL,9606.ENSP00000363591,9606.ENSP00000302564,0,0,0,0.689,0.096,0.982,0.9,0.848,0.998
BAK,BID,9606.ENSP00000363591,9606.ENSP00000318822,0,0,0,0,0.062,0.853,0.9,0.602,0.993
BAK,BECLIN,9606.ENSP00000363591,9606.ENSP00000355231,0,0,0,0,0.086,0.411,0,0.451,0.678
BAK,AKT,9606.ENSP00000363591,9606.ENSP00000451828,0,0,0,0,0.085,0,0,0.5,0.524
BAK,SMAC,9606.ENSP00000363591,9606.ENSP00000398495,0,0,0,0,0.083,0,0.9,0.459,0.946
BAK,BCL2,9606.ENSP00000363591,9606.ENSP00000381185,0,0,0,0.675,0,0.763,0.9,0.503,0.979
BAK,BIM,9606.ENSP00000363591,9606.ENSP00000376943,0,0,0,0,0,0.892,0.9,0.635,0.995
BAX,GAPDH,9606.ENSP00000293288,9606.ENSP00000229239,0,0,0,0,0.076,0,0,0.594,0.608
BAX,PRDX1,9606.ENSP00000293288,9606.ENSP00000262746,0,0,0,0,0,0.684,0,0.134,0.714
BAX,BCL2A1,9606.ENSP00000293288,9606.ENSP00000267953,0,0,0,0,0,0.27,0,0.369,0.519
BAX,P53,9606.ENSP00000293288,9606.ENSP00000269305,0,0,0,0,0.051,0.738,0.9,0.681,0.991
BAX,PTEN,9606.ENSP00000293288,9606.ENSP00000361021,0,0,0,0,0,0.076,0,0.401,0.422
BAX,MTOR,9606.ENSP00000293288,9606.ENSP00000354558,0,0,0,0,0,0.058,0,0.509,0.517
BAX,HSP70,9606.ENSP00000293288,9606.ENSP00000302961,0,0,0,0,0.042,0.27,0,0.391,0.536
BAX,BECLIN,9606.ENSP00000293288,9606.ENSP00000355231,0,0,0,0,0.049,0.179,0,0.553,0.621
BAX,AKT,9606.ENSP00000293288,9606.ENSP00000451828,0,0,0,0,0.061,0.27,0,0.682,0.763
BAX,SMAC,9606.ENSP00000293288,9606.ENSP00000398495,0,0,0,0,0.06,0,0.9,0.559,0.954
BAX,BAK,9606.ENSP00000293288,9606.ENSP00000363591,0,0,0,0.654,0.088,0.753,0.9,0.732,0.981
BAX,BCLXL,9606.ENSP00000293288,9606.ENSP00000302564,0,0,0,0.643,0.047,0.913,0.9,0.709,0.993
BAX,BIM,9606.ENSP00000293288,9606.ENSP00000376943,0,0,0,0,0,0.899,0.9,0.772,0.997
BAX,BID,9606.ENSP00000293288,9606.ENSP00000318822,0,0,0,0,0,0.901,0.9,0.857,0.998
BAX,BCL2,9606.ENSP00000293288,9606.ENSP00000381185,0,0,0,0.645,0,0.981,0.9,0.758,0.998
BCL2,ERK2,9606.ENSP00000381185,9606.ENSP00000215832,0,0,0,0,0,0.462,0.9,0.222,0.954
BCL2,CRAF,9606.ENSP00000381185,9606.ENSP00000251849,0,0,0,0,0,0.865,0,0.162,0.882
