#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ACTR3,RHOA,9606.ENSP00000263238,9606.ENSP00000400175,0,0,0,0,0.36,0.07,0,0.316,0.558
ACTR3,PTGES3,9606.ENSP00000263238,9606.ENSP00000482075,0,0,0,0,0.542,0.095,0,0.193,0.636
ACTR3,RAC1,9606.ENSP00000263238,9606.ENSP00000348461,0,0,0,0,0.125,0.07,0.5,0.265,0.661
ACTR3,TPM3,9606.ENSP00000263238,9606.ENSP00000498577,0,0,0,0,0.5,0.185,0,0.245,0.666
ACTR3,CFL2,9606.ENSP00000263238,9606.ENSP00000298159,0,0,0,0,0.087,0.24,0,0.585,0.687
ACTR3,CFL1,9606.ENSP00000263238,9606.ENSP00000432660,0,0,0,0,0.241,0.24,0,0.601,0.75
ACTR3,CDC42,9606.ENSP00000263238,9606.ENSP00000497733,0,0,0,0,0.46,0.168,0.5,0.375,0.841
ACTR3,ARPC5L,9606.ENSP00000263238,9606.ENSP00000345361,0,0,0,0,0.126,0.989,0.54,0.659,0.998
ACTR3,ARPC2,9606.ENSP00000263238,9606.ENSP00000295685,0,0,0,0,0.808,0.995,0.9,0.985,0.999
ACTR3,ARPC4,9606.ENSP00000263238,9606.ENSP00000388169,0,0,0,0,0.72,0.997,0.9,0.776,0.999
ADRM1,TXNL1,9606.ENSP00000478877,9606.ENSP00000217515,0,0,0,0,0.089,0.2,0,0.631,0.707
ADRM1,UBE2M,9606.ENSP00000478877,9606.ENSP00000253023,0,0,0,0,0.216,0.292,0,0.121,0.47
ADRM1,RPS27A,9606.ENSP00000478877,9606.ENSP00000272317,0,0,0,0,0.106,0.997,0,0.223,0.998
ADRM1,UBE2N,9606.ENSP00000478877,9606.ENSP00000316176,0,0,0,0,0.14,0.167,0,0.239,0.407
ADRM1,UBL5,9606.ENSP00000478877,9606.ENSP00000351492,0,0,0,0,0.06,0,0,0.395,0.407
ADRM1,PSMD9,9606.ENSP00000478877,9606.ENSP00000440485,0,0,0,0,0.132,0.099,0.54,0.718,0.885
ADRM1,RPL36,9606.ENSP00000478877,9606.ENSP00000464342,0,0,0,0,0.433,0,0,0,0.433
ADRM1,RAD23A,9606.ENSP00000478877,9606.ENSP00000467024,0,0,0,0,0.401,0.55,0,0.824,0.948
ADSSL1,GDA,9606.ENSP00000333019,9606.ENSP00000238018,0.103,0,0,0,0.063,0,0,0.415,0.465
ADSSL1,GMPR,9606.ENSP00000333019,9606.ENSP00000259727,0.079,0,0,0,0.4,0,0.91,0.301,0.961
ADSSL1,TALDO1,9606.ENSP00000333019,9606.ENSP00000321259,0,0,0,0,0.141,0.06,0,0.332,0.413
ADSSL1,ENO3,9606.ENSP00000333019,9606.ENSP00000324105,0,0,0,0,0.329,0.087,0,0.446,0.631
ADSSL1,GMPS,9606.ENSP00000333019,9606.ENSP00000419851,0.12,0,0,0,0.151,0,0,0.647,0.713
ADSSL1,ASS1,9606.ENSP00000333019,9606.ENSP00000361471,0.057,0,0,0,0.163,0,0.9,0.443,0.95
AK1,CKMT1A,9606.ENSP00000223836,9606.ENSP00000406577,0,0,0,0,0.074,0.068,0,0.417,0.453
AK1,ENO3,9606.ENSP00000223836,9606.ENSP00000324105,0.053,0,0,0,0.121,0.189,0,0.399,0.54
AK1,RPS15,9606.ENSP00000223836,9606.ENSP00000466010,0.091,0,0,0,0.595,0,0,0.204,0.681
AK1,ASS1,9606.ENSP00000223836,9606.ENSP00000361471,0,0,0,0,0,0,0,0.787,0.787
AK1,NME1,9606.ENSP00000223836,9606.ENSP00000337060,0.053,0,0,0,0.08,0,0.716,0.303,0.805
ALDH1A1,KRT14,9606.ENSP00000297785,9606.ENSP00000167586,0,0,0,0,0.083,0.09,0,0.428,0.481
ALDH1A1,KRT5,9606.ENSP00000297785,9606.ENSP00000252242,0,0,0,0,0.083,0.09,0,0.456,0.506
ALDH1A1,MSI1,9606.ENSP00000297785,9606.ENSP00000257552,0,0,0,0,0,0,0,0.475,0.475
ALDH1A1,FN1,9606.ENSP00000297785,9606.ENSP00000346839,0,0,0,0,0.055,0,0,0.418,0.426
ALDH1A1,PHGDH,9606.ENSP00000297785,9606.ENSP00000493382,0.048,0,0,0,0.087,0.104,0.218,0.206,0.428
ALDH1A1,CRABP2,9606.ENSP00000297785,9606.ENSP00000482841,0,0,0,0,0.052,0,0,0.48,0.486
ALDH1A1,KRT19,9606.ENSP00000297785,9606.ENSP00000355124,0,0,0,0,0.085,0.09,0,0.481,0.53
ANP32A,HIST1H4A,9606.ENSP00000417864,9606.ENSP00000244537,0,0,0,0,0.067,0.51,0,0.509,0.755
ANP32A,NASP,9606.ENSP00000417864,9606.ENSP00000255120,0,0,0,0,0.146,0,0,0.353,0.424
ANP32A,NME1,9606.ENSP00000417864,9606.ENSP00000337060,0,0,0,0,0.067,0,0,0.978,0.978
ANP32A,KPNA1,9606.ENSP00000417864,9606.ENSP00000343701,0,0,0,0,0.064,0.336,0,0.117,0.404
ANP32A,ANP32B,9606.ENSP00000417864,9606.ENSP00000345848,0,0,0.056,0.967,0.117,0.482,0,0.586,0.797
ANP32A,HNRNPH1,9606.ENSP00000417864,9606.ENSP00000349168,0,0,0,0,0.27,0.292,0,0.259,0.584
ANP32A,SET,9606.ENSP00000417864,9606.ENSP00000361777,0,0,0,0,0.237,0.628,0.8,0.991,0.999
ANP32A,SRSF2,9606.ENSP00000417864,9606.ENSP00000376276,0,0,0,0,0.119,0,0,0.447,0.492
ANP32A,HSPA8,9606.ENSP00000417864,9606.ENSP00000437125,0,0,0,0,0.081,0,0,0.395,0.42
ANP32B,KPNA1,9606.ENSP00000345848,9606.ENSP00000343701,0,0,0,0,0.07,0.627,0,0,0.639
ANP32B,ACTBL2,9606.ENSP00000345848,9606.ENSP00000416706,0,0,0,0,0.051,0,0,0.401,0.407
ANP32B,SET,9606.ENSP00000345848,9606.ENSP00000361777,0,0,0,0,0.23,0.046,0,0.326,0.462
ANP32B,ANP32A,9606.ENSP00000345848,9606.ENSP00000417864,0,0,0.056,0.967,0.117,0.482,0,0.586,0.797
AP3M1,RAB11A,9606.ENSP00000347408,9606.ENSP00000261890,0,0,0,0,0.074,0.098,0,0.449,0.5
AP3M1,RABL6,9606.ENSP00000347408,9606.ENSP00000360727,0,0,0,0,0.07,0.481,0,0.044,0.498
APOD,PLP1,9606.ENSP00000345179,9606.ENSP00000481006,0,0,0,0,0.259,0,0,0.248,0.419
APOD,SPARCL1,9606.ENSP00000345179,9606.ENSP00000414856,0,0,0,0,0.322,0,0,0.219,0.448
APOD,SUMF2,9606.ENSP00000345179,9606.ENSP00000498402,0,0,0,0,0,0.428,0,0.092,0.458
APOD,VAPA,9606.ENSP00000345179,9606.ENSP00000345656,0,0,0,0,0,0.466,0,0,0.465
APOD,SPP1,9606.ENSP00000345179,9606.ENSP00000378517,0,0,0,0,0.067,0,0,0.542,0.554
APOD,B2M,9606.ENSP00000345179,9606.ENSP00000497910,0,0,0,0,0.042,0,0,0.6,0.6
APOD,FN1,9606.ENSP00000345179,9606.ENSP00000346839,0,0,0,0,0,0,0,0.674,0.674
AQP1,CALB1,9606.ENSP00000311165,9606.ENSP00000265431,0,0,0,0,0.068,0.133,0,0.323,0.405
AQP1,ASS1,9606.ENSP00000311165,9606.ENSP00000361471,0.042,0,0,0,0.072,0,0,0.546,0.562
ARF3,RHOQ,9606.ENSP00000256682,9606.ENSP00000238738,0,0,0,0,0.059,0.054,0,0.717,0.727
ARF3,RAC2,9606.ENSP00000256682,9606.ENSP00000249071,0,0,0,0,0.112,0.054,0,0.448,0.496
ARF3,RAB10,9606.ENSP00000256682,9606.ENSP00000264710,0,0,0,0.646,0.298,0.098,0,0.161,0.423
ARF3,RHOB,9606.ENSP00000256682,9606.ENSP00000272233,0,0,0,0,0.108,0,0,0.385,0.428
ARF3,RAC1,9606.ENSP00000256682,9606.ENSP00000348461,0,0,0,0,0.119,0.054,0,0.372,0.431
ARF3,RHEB,9606.ENSP00000256682,9606.ENSP00000262187,0,0,0,0,0.062,0,0,0.458,0.47
ARF3,RAB11A,9606.ENSP00000256682,9606.ENSP00000261890,0,0,0,0,0.123,0.098,0,0.487,0.559
ARF3,SEC22B,9606.ENSP00000256682,9606.ENSP00000463393,0,0,0,0,0.086,0.1,0.5,0.15,0.604
ARF3,RAB27A,9606.ENSP00000256682,9606.ENSP00000379601,0,0,0,0,0.042,0,0,0.636,0.636
ARF3,CDC42,9606.ENSP00000256682,9606.ENSP00000497733,0,0,0,0,0.14,0.054,0,0.593,0.64
ARF3,RAB1A,9606.ENSP00000256682,9606.ENSP00000387286,0,0,0,0.667,0.086,0.11,0.5,0.223,0.642
ARF3,RAB1B,9606.ENSP00000256682,9606.ENSP00000310226,0,0,0,0.658,0.203,0.11,0.5,0.177,0.669
ARF3,KIF5B,9606.ENSP00000256682,9606.ENSP00000307078,0,0,0,0,0.049,0,0.5,0.429,0.704
ARF3,RAB33B,9606.ENSP00000256682,9606.ENSP00000306496,0,0,0,0,0.061,0.092,0,0.694,0.716
ARF3,RHOA,9606.ENSP00000256682,9606.ENSP00000400175,0,0,0,0,0.128,0,0,0.736,0.76
ARID1A,HIST1H4A,9606.ENSP00000320485,9606.ENSP00000244537,0,0,0,0,0.058,0.897,0.5,0.16,0.954
ARID1A,CDK4,9606.ENSP00000320485,9606.ENSP00000257904,0,0,0,0,0.044,0,0.5,0.448,0.713
ARID1A,SYT1,9606.ENSP00000320485,9606.ENSP00000261205,0,0,0,0,0,0,0,0.448,0.448
ARID1A,RHOA,9606.ENSP00000320485,9606.ENSP00000400175,0,0,0,0,0.049,0.046,0,0.396,0.404
ARID1A,YAP1,9606.ENSP00000320485,9606.ENSP00000478927,0,0,0,0,0.054,0.277,0,0.316,0.492
ARID1A,GNAS,9606.ENSP00000320485,9606.ENSP00000360141,0,0,0,0,0.05,0,0,0.567,0.571
ARID1A,PPP2R1A,9606.ENSP00000320485,9606.ENSP00000324804,0,0,0,0,0.074,0,0,0.911,0.914
ARL8A,RAB7A,9606.ENSP00000272217,9606.ENSP00000265062,0,0,0,0,0.075,0.098,0,0.355,0.415
ARL8A,ARL8B,9606.ENSP00000272217,9606.ENSP00000479202,0,0,0.048,0.984,0.058,0.556,0,0.053,0.572
ARL8B,RAB21,9606.ENSP00000479202,9606.ENSP00000261263,0,0,0,0,0.336,0,0,0.182,0.434
ARL8B,RAB10,9606.ENSP00000479202,9606.ENSP00000264710,0,0,0,0.643,0.344,0.098,0,0.11,0.427
ARL8B,RAB7A,9606.ENSP00000479202,9606.ENSP00000265062,0,0,0,0.651,0.235,0.693,0,0.204,0.797
ARL8B,ARL8A,9606.ENSP00000479202,9606.ENSP00000272217,0,0,0.048,0.984,0.058,0.556,0,0.053,0.572
ARL8B,LAMTOR1,9606.ENSP00000479202,9606.ENSP00000278671,0,0,0,0,0.058,0,0,0.429,0.439
ARL8B,KIF5B,9606.ENSP00000479202,9606.ENSP00000307078,0,0,0,0,0.076,0,0,0.82,0.826
ARL8B,NDUFA8,9606.ENSP00000479202,9606.ENSP00000362873,0,0,0,0,0.059,0,0,0.391,0.403
ARL8B,RAB27A,9606.ENSP00000479202,9606.ENSP00000379601,0,0,0,0,0.044,0,0,0.472,0.473
ARPC2,EIF3J,9606.ENSP00000295685,9606.ENSP00000261868,0,0,0,0,0.044,0,0,0.421,0.423
ARPC2,ACTR3,9606.ENSP00000295685,9606.ENSP00000263238,0,0,0,0,0.808,0.995,0.9,0.985,0.999
ARPC2,ACTBL2,9606.ENSP00000295685,9606.ENSP00000416706,0,0,0,0,0.074,0.252,0,0.214,0.408
ARPC2,RHOA,9606.ENSP00000295685,9606.ENSP00000400175,0,0,0,0,0.219,0,0,0.287,0.42
ARPC2,YWHAB,9606.ENSP00000295685,9606.ENSP00000361930,0,0,0,0,0.309,0.164,0,0.109,0.441
ARPC2,CFL2,9606.ENSP00000295685,9606.ENSP00000298159,0,0,0,0,0.051,0,0,0.54,0.546
ARPC2,GNAS,9606.ENSP00000295685,9606.ENSP00000360141,0,0,0,0,0.074,0.523,0,0.116,0.575
ARPC2,RAC1,9606.ENSP00000295685,9606.ENSP00000348461,0,0,0,0,0.237,0,0.5,0.145,0.645
ARPC2,TPM3,9606.ENSP00000295685,9606.ENSP00000498577,0,0,0,0,0.628,0,0,0.241,0.705
ARPC2,CFL1,9606.ENSP00000295685,9606.ENSP00000432660,0,0,0,0,0.469,0,0,0.546,0.749
ARPC2,CDC42,9606.ENSP00000295685,9606.ENSP00000497733,0,0,0,0,0.351,0.163,0.5,0.415,0.82
ARPC2,ARPC5L,9606.ENSP00000295685,9606.ENSP00000345361,0,0,0,0,0.15,0.992,0.9,0.799,0.999
ARPC2,ARPC4,9606.ENSP00000295685,9606.ENSP00000388169,0,0,0,0,0.784,0.997,0.9,0.884,0.999
ARPC4,ACTR3,9606.ENSP00000388169,9606.ENSP00000263238,0,0,0,0,0.72,0.997,0.9,0.776,0.999
ARPC4,RHOC,9606.ENSP00000388169,9606.ENSP00000285735,0,0,0,0,0.454,0,0,0.064,0.467
ARPC4,ARPC2,9606.ENSP00000388169,9606.ENSP00000295685,0,0,0,0,0.784,0.997,0.9,0.884,0.999
ARPC4,ARPC5L,9606.ENSP00000388169,9606.ENSP00000345361,0,0,0,0,0.255,0.997,0.9,0.349,0.999
ARPC4,RAC1,9606.ENSP00000388169,9606.ENSP00000348461,0,0,0,0,0.067,0,0.5,0.16,0.574
ARPC4,ACTBL2,9606.ENSP00000388169,9606.ENSP00000416706,0,0,0,0,0.109,0.302,0,0.12,0.404
ARPC4,CDC42,9606.ENSP00000388169,9606.ENSP00000497733,0,0,0,0,0.497,0,0.5,0.069,0.745
ARPC5L,ACTR3,9606.ENSP00000345361,9606.ENSP00000263238,0,0,0,0,0.126,0.989,0.54,0.659,0.998
ARPC5L,ARPC2,9606.ENSP00000345361,9606.ENSP00000295685,0,0,0,0,0.15,0.992,0.9,0.799,0.999
ARPC5L,ACTBL2,9606.ENSP00000345361,9606.ENSP00000416706,0,0,0,0,0.042,0.281,0,0.215,0.412
ARPC5L,ARPC4,9606.ENSP00000345361,9606.ENSP00000388169,0,0,0,0,0.255,0.997,0.9,0.349,0.999
ASS1,AK1,9606.ENSP00000361471,9606.ENSP00000223836,0,0,0,0,0,0,0,0.787,0.787
ASS1,AQP1,9606.ENSP00000361471,9606.ENSP00000311165,0.042,0,0,0,0.072,0,0,0.546,0.562
ASS1,TALDO1,9606.ENSP00000361471,9606.ENSP00000321259,0.231,0,0,0,0.042,0,0,0.269,0.414
ASS1,ADSSL1,9606.ENSP00000361471,9606.ENSP00000333019,0.057,0,0,0,0.163,0,0.9,0.443,0.95
ASS1,CRABP2,9606.ENSP00000361471,9606.ENSP00000482841,0,0,0,0,0.101,0,0,0.367,0.407
ASS1,PGM5,9606.ENSP00000361471,9606.ENSP00000379678,0,0,0,0,0,0,0,0.515,0.515
ASS1,PSPH,9606.ENSP00000361471,9606.ENSP00000378854,0.111,0,0,0,0.114,0,0,0.572,0.634
ASS1,PYCR1,9606.ENSP00000361471,9606.ENSP00000384949,0.102,0,0,0,0.098,0,0,0.587,0.637
ASS1,PHGDH,9606.ENSP00000361471,9606.ENSP00000493382,0.057,0,0,0,0.303,0.183,0,0.558,0.731
ATP5F1E,TMA7,9606.ENSP00000243997,9606.ENSP00000397843,0,0,0,0,0.405,0,0,0,0.405
ATP5F1E,GNAS,9606.ENSP00000243997,9606.ENSP00000360141,0,0,0,0,0.072,0,0,0.449,0.466
ATP5F1E,VAPB,9606.ENSP00000243997,9606.ENSP00000417175,0,0,0,0,0.099,0,0,0.434,0.468
ATP5F1E,RPS15,9606.ENSP00000243997,9606.ENSP00000466010,0,0,0,0,0.147,0,0,0.419,0.483
ATP5F1E,NDUFA8,9606.ENSP00000243997,9606.ENSP00000362873,0,0,0,0,0.347,0,0,0.335,0.547
ATP5F1E,RPL36,9606.ENSP00000243997,9606.ENSP00000464342,0,0,0,0,0.279,0,0,0.477,0.606
ATP5F1E,NDUFB3,9606.ENSP00000243997,9606.ENSP00000407336,0,0,0,0,0.418,0,0,0.382,0.625
ATP5F1E,NDUFA4,9606.ENSP00000243997,9606.ENSP00000339720,0,0,0,0,0.284,0.19,0,0.464,0.662
ATP5F1E,COX6C,9606.ENSP00000243997,9606.ENSP00000429707,0,0,0,0,0.652,0.095,0,0.403,0.796
ATP5F1E,ATP5MG,9606.ENSP00000243997,9606.ENSP00000300688,0,0,0,0,0.76,0.842,0.944,0.664,0.999
ATP5MG,ATP5F1E,9606.ENSP00000300688,9606.ENSP00000243997,0,0,0,0,0.76,0.842,0.944,0.664,0.999
ATP5MG,TMA7,9606.ENSP00000300688,9606.ENSP00000397843,0,0,0,0,0.407,0,0,0.081,0.432
ATP5MG,UBL5,9606.ENSP00000300688,9606.ENSP00000351492,0,0,0,0,0.434,0,0,0,0.434
ATP5MG,CHCHD2,9606.ENSP00000300688,9606.ENSP00000378812,0,0,0,0,0.346,0.221,0,0.111,0.508
ATP5MG,NDUFA8,9606.ENSP00000300688,9606.ENSP00000362873,0,0,0,0,0.488,0,0,0.608,0.791
ATP5MG,NDUFB3,9606.ENSP00000300688,9606.ENSP00000407336,0,0,0,0,0.562,0,0,0.571,0.804
ATP5MG,NDUFA4,9606.ENSP00000300688,9606.ENSP00000339720,0,0,0,0,0.723,0.249,0,0.497,0.886
ATP5MG,COX6C,9606.ENSP00000300688,9606.ENSP00000429707,0,0,0,0,0.86,0.093,0,0.424,0.92
B2M,COL1A1,9606.ENSP00000497910,9606.ENSP00000225964,0,0,0,0,0.056,0,0,0.395,0.404
B2M,CD38,9606.ENSP00000497910,9606.ENSP00000226279,0,0,0,0,0.067,0,0,0.608,0.618
B2M,CANX,9606.ENSP00000497910,9606.ENSP00000247461,0,0,0,0,0.042,0,0.5,0.719,0.853
B2M,CDK4,9606.ENSP00000497910,9606.ENSP00000257904,0,0,0,0,0.113,0.112,0,0.304,0.404
B2M,RPS27A,9606.ENSP00000497910,9606.ENSP00000272317,0,0,0,0,0.168,0.05,0,0.337,0.431
B2M,CFL2,9606.ENSP00000497910,9606.ENSP00000298159,0,0,0,0,0,0,0,0.425,0.425
B2M,FEN1,9606.ENSP00000497910,9606.ENSP00000305480,0,0,0,0,0.246,0.071,0,0.212,0.4
B2M,APOD,9606.ENSP00000497910,9606.ENSP00000345179,0,0,0,0,0.042,0,0,0.6,0.6
B2M,FN1,9606.ENSP00000497910,9606.ENSP00000346839,0,0,0,0,0.059,0,0,0.447,0.457
B2M,UBE2I,9606.ENSP00000497910,9606.ENSP00000348056,0,0,0,0,0.069,0.719,0,0.089,0.741
B2M,RAC1,9606.ENSP00000497910,9606.ENSP00000348461,0,0,0,0,0.122,0.125,0.5,0.068,0.594
B2M,HLA-DRB1,9606.ENSP00000497910,9606.ENSP00000353099,0,0,0,0.768,0.14,0,0.72,0.336,0.826
B2M,HSPG2,9606.ENSP00000497910,9606.ENSP00000363827,0,0,0,0,0.042,0,0.5,0.178,0.571
B2M,FTL,9606.ENSP00000497910,9606.ENSP00000366525,0,0,0,0,0.253,0.066,0,0.465,0.594
B2M,PCNA,9606.ENSP00000497910,9606.ENSP00000368458,0,0,0,0,0.604,0.305,0,0.23,0.77
B2M,TFRC,9606.ENSP00000497910,9606.ENSP00000376197,0,0,0,0,0.049,0.921,0.72,0.954,0.998
B2M,SPP1,9606.ENSP00000497910,9606.ENSP00000378517,0,0,0,0,0.049,0,0,0.637,0.64
B2M,YWHAZ,9606.ENSP00000497910,9606.ENSP00000379287,0,0,0,0,0.089,0.088,0,0.63,0.666
B2M,HLA-DPA1,9606.ENSP00000497910,9606.ENSP00000393566,0,0,0,0.809,0.256,0,0.72,0.1,0.796
B2M,RHOA,9606.ENSP00000497910,9606.ENSP00000400175,0,0,0,0,0.144,0.162,0,0.249,0.415
B2M,TGFBI,9606.ENSP00000497910,9606.ENSP00000416330,0,0,0,0,0.074,0,0.4,0.215,0.525
BID,CTSH,9606.ENSP00000318822,9606.ENSP00000220166,0,0,0,0,0.109,0,0.9,0,0.907
BID,CTSC,9606.ENSP00000318822,9606.ENSP00000227266,0,0,0,0,0.104,0,0.9,0.065,0.908
BID,RHOA,9606.ENSP00000318822,9606.ENSP00000400175,0,0,0,0,0.102,0.745,0,0.124,0.782
BLVRA,TALDO1,9606.ENSP00000385757,9606.ENSP00000321259,0.106,0,0,0,0.136,0,0,0.347,0.452
BLVRA,FTL,9606.ENSP00000385757,9606.ENSP00000366525,0,0,0,0,0.062,0,0,0.421,0.434
CA3,ENO3,9606.ENSP00000285381,9606.ENSP00000324105,0,0,0,0,0.143,0,0,0.438,0.498
CALB1,NEFM,9606.ENSP00000265431,9606.ENSP00000221166,0,0,0,0,0.158,0.109,0,0.317,0.443
CALB1,VSNL1,9606.ENSP00000265431,9606.ENSP00000384719,0,0,0,0,0.159,0.102,0,0.274,0.404
CALB1,AQP1,9606.ENSP00000265431,9606.ENSP00000311165,0,0,0,0,0.068,0.133,0,0.323,0.405
CALB1,SPP1,9606.ENSP00000265431,9606.ENSP00000378517,0,0,0,0,0.1,0,0,0.37,0.409
CALB1,SYN2,9606.ENSP00000265431,9606.ENSP00000480050,0,0,0,0,0.14,0.072,0,0.381,0.463
CALB1,MBP,9606.ENSP00000265431,9606.ENSP00000380958,0,0,0,0,0,0.07,0,0.45,0.467
CALB1,NEFL,9606.ENSP00000265431,9606.ENSP00000482169,0,0,0,0,0.158,0.109,0,0.358,0.477
CALB1,NEFH,9606.ENSP00000265431,9606.ENSP00000311997,0,0,0,0,0.123,0.109,0,0.403,0.493
CALB1,SYN1,9606.ENSP00000265431,9606.ENSP00000295987,0,0,0,0,0.14,0.072,0,0.477,0.546
CALB1,CAMK2A,9606.ENSP00000265431,9606.ENSP00000500386,0,0,0,0,0.085,0.254,0,0.42,0.569
CAMK2A,STX1B,9606.ENSP00000500386,9606.ENSP00000215095,0,0,0,0,0.177,0.112,0,0.303,0.446
CAMK2A,NEFM,9606.ENSP00000500386,9606.ENSP00000221166,0,0,0,0,0.185,0.053,0,0.316,0.426
CAMK2A,SYT1,9606.ENSP00000500386,9606.ENSP00000261205,0,0,0,0,0.171,0,0,0.608,0.661
CAMK2A,RHEB,9606.ENSP00000500386,9606.ENSP00000262187,0,0,0,0,0,0.073,0,0.42,0.44
CAMK2A,CALB1,9606.ENSP00000500386,9606.ENSP00000265431,0,0,0,0,0.085,0.254,0,0.42,0.569
CAMK2A,SYN1,9606.ENSP00000500386,9606.ENSP00000295987,0,0,0,0,0.252,0.091,0,0.639,0.733
CAMK2A,INA,9606.ENSP00000500386,9606.ENSP00000358865,0,0,0,0,0.126,0.138,0,0.576,0.653
CAMK2A,YWHAB,9606.ENSP00000500386,9606.ENSP00000361930,0,0,0,0,0,0.294,0.4,0.197,0.63
CAMK2A,MBP,9606.ENSP00000500386,9606.ENSP00000380958,0,0,0,0,0.118,0,0,0.349,0.401
CAMK2A,PLCB3,9606.ENSP00000500386,9606.ENSP00000443631,0,0,0,0,0.068,0,0.9,0.237,0.922
CAMK2A,SYN2,9606.ENSP00000500386,9606.ENSP00000480050,0,0,0,0,0.192,0.091,0,0.558,0.647
CAMK2A,NEFL,9606.ENSP00000500386,9606.ENSP00000482169,0,0,0,0,0.158,0.053,0.4,0.312,0.627
CAND1,UBE2M,9606.ENSP00000442318,9606.ENSP00000253023,0,0,0,0,0.067,0.642,0.5,0.716,0.946
CAND1,ELOB,9606.ENSP00000442318,9606.ENSP00000262306,0,0,0,0,0.067,0,0.5,0.714,0.855
CAND1,UBXN7,9606.ENSP00000442318,9606.ENSP00000296328,0,0,0,0,0.345,0,0,0.329,0.542
CAND1,COPS8,9606.ENSP00000442318,9606.ENSP00000346340,0,0,0,0,0.067,0,0,0.453,0.468
CANX,RHOA,9606.ENSP00000247461,9606.ENSP00000400175,0,0,0,0,0.114,0.162,0,0.265,0.407
CANX,GABARAP,9606.ENSP00000247461,9606.ENSP00000306866,0,0,0,0,0.044,0,0,0.406,0.408
CANX,CDC42,9606.ENSP00000247461,9606.ENSP00000497733,0,0,0,0,0.073,0.164,0,0.301,0.411
CANX,HNRNPH1,9606.ENSP00000247461,9606.ENSP00000349168,0,0,0,0,0.072,0.292,0,0.184,0.417
CANX,RAB5C,9606.ENSP00000247461,9606.ENSP00000447053,0,0,0,0,0.097,0.201,0,0.261,0.42
